Date,USDBRL
23/07/2015,"3,2842"
24/07/2015,"3,356"
27/07/2015,"3,3617"
28/07/2015,"3,3545"
29/07/2015,"3,3239"
30/07/2015,"3,3708"
31/07/2015,"3,4194"
03/08/2015,"3,4488"
04/08/2015,"3,4663"
05/08/2015,"3,4838"
06/08/2015,"3,5316"
07/08/2015,"3,507"
10/08/2015,"3,4357"
11/08/2015,"3,471"
12/08/2015,"3,4751"
13/08/2015,"3,5193"
14/08/2015,"3,479"
17/08/2015,"3,4766"
18/08/2015,"3,4649"
19/08/2015,"3,4883"
20/08/2015,"3,4578"
21/08/2015,"3,498"
24/08/2015,"3,5481"
25/08/2015,"3,6115"
26/08/2015,"3,5941"
27/08/2015,"3,5502"
28/08/2015,"3,5787"
31/08/2015,"3,6192"
01/09/2015,"3,6925"
02/09/2015,"3,7539"
03/09/2015,"3,735"
04/09/2015,"3,8397"
07/09/2015,"3,835"
08/09/2015,"3,8159"
09/09/2015,"3,7787"
10/09/2015,"3,8481"
11/09/2015,"3,8682"
14/09/2015,"3,8107"
15/09/2015,"3,8597"
16/09/2015,"3,8286"
17/09/2015,"3,8914"
18/09/2015,"3,939"
21/09/2015,"3,9814"
22/09/2015,"4,0477"
23/09/2015,"4,1751"
24/09/2015,"3,933"
25/09/2015,"3,9676"
28/09/2015,"4,1037"
29/09/2015,"4,0544"
30/09/2015,"3,9457"
01/10/2015,"3,9988"
02/10/2015,"3,9275"
05/10/2015,"3,9099"
06/10/2015,"3,849"
07/10/2015,"3,8803"
08/10/2015,"3,7819"
09/10/2015,"3,761"
11/10/2015,"3,7591"
12/10/2015,"3,7605"
13/10/2015,"3,8888"
14/10/2015,"3,8071"
15/10/2015,"3,7925"
16/10/2015,"3,9207"
19/10/2015,"3,8878"
20/10/2015,"3,9023"
21/10/2015,"3,9367"
22/10/2015,"3,9023"
23/10/2015,"3,8756"
26/10/2015,"3,9039"
27/10/2015,"3,8834"
28/10/2015,"3,8972"
29/10/2015,"3,8447"
30/10/2015,"3,8514"
02/11/2015,"3,8702"
03/11/2015,"3,7671"
04/11/2015,"3,7956"
05/11/2015,"3,7801"
06/11/2015,"3,7663"
09/11/2015,"3,7991"
10/11/2015,"3,7454"
11/11/2015,"3,7629"
12/11/2015,"3,7669"
13/11/2015,"3,8406"
16/11/2015,"3,8256"
17/11/2015,"3,8083"
18/11/2015,"3,7671"
19/11/2015,"3,7612"
20/11/2015,"3,6996"
23/11/2015,"3,7289"
24/11/2015,"3,6962"
25/11/2015,"3,7394"
26/11/2015,"3,7384"
27/11/2015,"3,8436"
30/11/2015,"3,8666"
01/12/2015,"3,8506"
02/12/2015,"3,8323"
03/12/2015,"3,7559"
04/12/2015,"3,7462"
07/12/2015,"3,7595"
08/12/2015,"3,8145"
09/12/2015,"3,7427"
10/12/2015,"3,8078"
11/12/2015,"3,8127"
14/12/2015,"3,8844"
15/12/2015,"3,9059"
16/12/2015,"3,8929"
17/12/2015,"3,8763"
18/12/2015,"3,9784"
21/12/2015,"4,0114"
22/12/2015,"3,9852"
23/12/2015,"3,941"
24/12/2015,"3,913"
25/12/2015,"3,9082"
28/12/2015,"3,8551"
29/12/2015,"3,8641"
30/12/2015,"3,9567"
31/12/2015,"3,95"
01/01/2016,"3,9491"
04/01/2016,"4,0373"
05/01/2016,"4,0269"
06/01/2016,"4,0199"
07/01/2016,"4,0415"
08/01/2016,"3,9932"
11/01/2016,"4,0504"
12/01/2016,"4,0252"
13/01/2016,"4,0141"
14/01/2016,"4,0059"
15/01/2016,"4,0043"
18/01/2016,"4,0523"
19/01/2016,"4,0584"
20/01/2016,"4,1014"
21/01/2016,"4,1535"
22/01/2016,"4,1124"
23/01/2016,"4,0895"
25/01/2016,"4,0879"
26/01/2016,"4,0669"
27/01/2016,"4,1049"
28/01/2016,"4,067"
29/01/2016,"3,9971"
01/02/2016,"3,9597"
02/02/2016,"3,9853"
03/02/2016,"3,8923"
04/02/2016,"3,8862"
05/02/2016,"3,8996"
06/02/2016,"3,8985"
08/02/2016,"3,8916"
09/02/2016,"3,8815"
10/02/2016,"3,9263"
11/02/2016,"3,9875"
12/02/2016,"3,9682"
14/02/2016,"3,9682"
15/02/2016,"3,995"
16/02/2016,"4,0625"
17/02/2016,"3,9809"
18/02/2016,"4,0246"
19/02/2016,"4,0076"
20/02/2016,"4,0164"
22/02/2016,"3,9428"
23/02/2016,"3,9535"
24/02/2016,"3,9544"
25/02/2016,"3,9519"
26/02/2016,"3,9647"
29/02/2016,"4,0129"
01/03/2016,"3,922"
02/03/2016,"3,8893"
03/03/2016,"3,7961"
04/03/2016,"3,7688"
07/03/2016,"3,7811"
08/03/2016,"3,7527"
09/03/2016,"3,6769"
10/03/2016,"3,614"
11/03/2016,"3,5717"
14/03/2016,"3,655"
15/03/2016,"3,7623"
16/03/2016,"3,7366"
17/03/2016,"3,6206"
18/03/2016,"3,6211"
19/03/2016,"3,6211"
21/03/2016,"3,6126"
22/03/2016,"3,5778"
23/03/2016,"3,6801"
24/03/2016,"3,6772"
25/03/2016,"3,6835"
28/03/2016,"3,6772"
29/03/2016,"3,6349"
30/03/2016,"3,5961"
31/03/2016,"3,5865"
01/04/2016,"3,5508"
02/04/2016,"3,5508"
03/04/2016,"3,5486"
04/04/2016,"3,6172"
05/04/2016,"3,6737"
06/04/2016,"3,6364"
07/04/2016,"3,6826"
08/04/2016,"3,5862"
09/04/2016,"3,5862"
10/04/2016,"3,5862"
11/04/2016,"3,4885"
12/04/2016,"3,4825"
13/04/2016,"3,4935"
14/04/2016,"3,4725"
15/04/2016,"3,5281"
16/04/2016,"3,531"
18/04/2016,"3,6099"
19/04/2016,"3,5253"
20/04/2016,"3,5244"
21/04/2016,"3,5244"
22/04/2016,"3,5623"
25/04/2016,"3,5504"
26/04/2016,"3,5202"
27/04/2016,"3,5215"
28/04/2016,"3,4797"
29/04/2016,"3,4328"
30/04/2016,"3,4328"
02/05/2016,"3,4965"
03/05/2016,"3,5549"
04/05/2016,"3,5454"
05/05/2016,"3,5331"
06/05/2016,"3,499"
09/05/2016,"3,513"
10/05/2016,"3,4704"
11/05/2016,"3,447"
12/05/2016,"3,4771"
13/05/2016,"3,5302"
16/05/2016,"3,4945"
17/05/2016,"3,4861"
18/05/2016,"3,5585"
19/05/2016,"3,5609"
20/05/2016,"3,5573"
22/05/2016,"3,5573"
23/05/2016,"3,5665"
24/05/2016,"3,5673"
25/05/2016,"3,5769"
26/05/2016,"3,5827"
27/05/2016,"3,6089"
29/05/2016,"3,6089"
30/05/2016,"3,5674"
31/05/2016,"3,5832"
01/06/2016,"3,591"
02/06/2016,"3,5801"
03/06/2016,"3,5245"
06/06/2016,"3,4845"
07/06/2016,"3,4349"
08/06/2016,"3,3575"
09/06/2016,"3,3959"
10/06/2016,"3,4158"
13/06/2016,"3,4773"
14/06/2016,"3,4751"
15/06/2016,"3,4693"
16/06/2016,"3,4612"
17/06/2016,"3,4128"
19/06/2016,"3,4128"
20/06/2016,"3,3917"
21/06/2016,"3,4121"
22/06/2016,"3,3743"
23/06/2016,"3,337"
24/06/2016,"3,3677"
27/06/2016,"3,3893"
28/06/2016,"3,3025"
29/06/2016,"3,2376"
30/06/2016,"3,2059"
01/07/2016,"3,2332"
02/07/2016,"3,2306"
04/07/2016,"3,2885"
05/07/2016,"3,2991"
06/07/2016,"3,327"
07/07/2016,"3,3611"
08/07/2016,"3,2952"
09/07/2016,"3,2977"
11/07/2016,"3,3072"
12/07/2016,"3,2935"
13/07/2016,"3,2616"
14/07/2016,"3,2484"
15/07/2016,"3,2591"
16/07/2016,"3,2766"
18/07/2016,"3,2494"
19/07/2016,"3,2479"
20/07/2016,"3,2527"
21/07/2016,"3,2686"
22/07/2016,"3,2515"
25/07/2016,"3,2821"
26/07/2016,"3,27"
27/07/2016,"3,2586"
28/07/2016,"3,2819"
29/07/2016,"3,2468"
30/07/2016,"3,2462"
01/08/2016,"3,2584"
02/08/2016,"3,2528"
03/08/2016,"3,2346"
04/08/2016,"3,1869"
05/08/2016,"3,1607"
08/08/2016,"3,1686"
09/08/2016,"3,1429"
10/08/2016,"3,1247"
11/08/2016,"3,139"
12/08/2016,"3,1884"
14/08/2016,"3,1905"
15/08/2016,"3,1848"
16/08/2016,"3,2012"
17/08/2016,"3,2048"
18/08/2016,"3,2379"
19/08/2016,"3,2055"
21/08/2016,"3,2045"
22/08/2016,"3,1987"
23/08/2016,"3,2355"
24/08/2016,"3,2233"
25/08/2016,"3,2283"
26/08/2016,"3,2612"
27/08/2016,"3,2596"
28/08/2016,"3,2641"
29/08/2016,"3,2276"
30/08/2016,"3,2368"
31/08/2016,"3,226"
01/09/2016,"3,2532"
02/09/2016,"3,2531"
03/09/2016,"3,2561"
04/09/2016,"3,2561"
05/09/2016,"3,2672"
06/09/2016,"3,1963"
07/09/2016,"3,1907"
08/09/2016,"3,2149"
09/09/2016,"3,253"
10/09/2016,"3,2717"
11/09/2016,"3,2717"
12/09/2016,"3,2469"
13/09/2016,"3,3141"
14/09/2016,"3,3435"
15/09/2016,"3,2998"
16/09/2016,"3,2603"
17/09/2016,"3,2584"
18/09/2016,"3,2655"
19/09/2016,"3,2712"
20/09/2016,"3,2561"
21/09/2016,"3,2096"
22/09/2016,"3,217"
23/09/2016,"3,2401"
24/09/2016,"3,2432"
25/09/2016,"3,2432"
26/09/2016,"3,2406"
27/09/2016,"3,2326"
28/09/2016,"3,2178"
29/09/2016,"3,2593"
30/09/2016,"3,2595"
01/10/2016,"3,2596"
02/10/2016,"3,2598"
03/10/2016,"3,2087"
04/10/2016,"3,2545"
05/10/2016,"3,2185"
06/10/2016,"3,2272"
07/10/2016,"3,2178"
09/10/2016,"3,2193"
10/10/2016,"3,2027"
11/10/2016,"3,1959"
12/10/2016,"3,2007"
13/10/2016,"3,1773"
14/10/2016,"3,2026"
15/10/2016,"3,202"
16/10/2016,"3,202"
17/10/2016,"3,2042"
18/10/2016,"3,1817"
19/10/2016,"3,1661"
20/10/2016,"3,1391"
21/10/2016,"3,1469"
22/10/2016,"3,1489"
23/10/2016,"3,1489"
24/10/2016,"3,1245"
25/10/2016,"3,1104"
26/10/2016,"3,1388"
27/10/2016,"3,1653"
28/10/2016,"3,2029"
29/10/2016,"3,2031"
30/10/2016,"3,2031"
31/10/2016,"3,1982"
01/11/2016,"3,2351"
02/11/2016,"3,2526"
03/11/2016,"3,2584"
04/11/2016,"3,2321"
05/11/2016,"3,2323"
06/11/2016,"3,2323"
07/11/2016,"3,2009"
08/11/2016,"3,1681"
09/11/2016,"3,233"
10/11/2016,"3,3956"
11/11/2016,"3,3873"
12/11/2016,"3,3865"
13/11/2016,"3,39"
14/11/2016,"3,4403"
15/11/2016,"3,4417"
16/11/2016,"3,4507"
17/11/2016,"3,4324"
18/11/2016,"3,38"
19/11/2016,"3,38"
20/11/2016,"3,3823"
21/11/2016,"3,3874"
22/11/2016,"3,3636"
23/11/2016,"3,4311"
24/11/2016,"3,3907"
25/11/2016,"3,421"
26/11/2016,"3,4173"
27/11/2016,"3,421"
28/11/2016,"3,4072"
29/11/2016,"3,4538"
30/11/2016,"3,4063"
01/12/2016,"3,573"
02/12/2016,"3,4724"
04/12/2016,"3,4747"
05/12/2016,"3,42"
06/12/2016,"3,4063"
07/12/2016,"3,3816"
08/12/2016,"3,3737"
09/12/2016,"3,3765"
10/12/2016,"3,3735"
11/12/2016,"3,377"
12/12/2016,"3,3373"
13/12/2016,"3,3342"
14/12/2016,"3,369"
15/12/2016,"3,3657"
16/12/2016,"3,3904"
17/12/2016,"3,3904"
18/12/2016,"3,3904"
19/12/2016,"3,3639"
20/12/2016,"3,3531"
21/12/2016,"3,3254"
22/12/2016,"3,2863"
23/12/2016,"3,266"
24/12/2016,"3,2695"
25/12/2016,"3,2695"
26/12/2016,"3,2696"
27/12/2016,"3,2694"
28/12/2016,"3,2825"
29/12/2016,"3,2523"
30/12/2016,"3,2497"
31/12/2016,"3,2532"
01/01/2017,"3,2532"
02/01/2017,"3,284"
03/01/2017,"3,2635"
04/01/2017,"3,2141"
05/01/2017,"3,1977"
06/01/2017,"3,2199"
07/01/2017,"3,2222"
08/01/2017,"3,2222"
09/01/2017,"3,1955"
10/01/2017,"3,1945"
11/01/2017,"3,1963"
12/01/2017,"3,1868"
13/01/2017,"3,2163"
14/01/2017,"3,2198"
15/01/2017,"3,1868"
16/01/2017,"3,2405"
17/01/2017,"3,2098"
18/01/2017,"3,2296"
19/01/2017,"3,1949"
20/01/2017,"3,164"
21/01/2017,"3,1675"
22/01/2017,"3,1423"
23/01/2017,"3,1617"
24/01/2017,"3,1687"
25/01/2017,"3,1685"
26/01/2017,"3,1761"
27/01/2017,"3,136"
28/01/2017,"3,136"
29/01/2017,"3,1096"
30/01/2017,"3,1255"
31/01/2017,"3,1501"
01/02/2017,"3,128"
02/02/2017,"3,1225"
03/02/2017,"3,1138"
04/02/2017,"3,1127"
05/02/2017,"3,1195"
06/02/2017,"3,1137"
07/02/2017,"3,1167"
08/02/2017,"3,1159"
09/02/2017,"3,1288"
10/02/2017,"3,1108"
11/02/2017,"3,0959"
12/02/2017,"3,1071"
13/02/2017,"3,1101"
14/02/2017,"3,0812"
15/02/2017,"3,0561"
16/02/2017,"3,0875"
17/02/2017,"3,0998"
18/02/2017,"3,0998"
19/02/2017,"3,0955"
20/02/2017,"3,0855"
21/02/2017,"3,0939"
22/02/2017,"3,0623"
23/02/2017,"3,0603"
24/02/2017,"3,1095"
25/02/2017,"3,1095"
26/02/2017,"3,0946"
27/02/2017,"3,1053"
28/02/2017,"3,108"
01/03/2017,"3,0882"
02/03/2017,"3,1546"
03/03/2017,"3,1146"
04/03/2017,"3,1123"
05/03/2017,"3,12"
06/03/2017,"3,1372"
07/03/2017,"3,1159"
08/03/2017,"3,1593"
09/03/2017,"3,1913"
10/03/2017,"3,1346"
12/03/2017,"3,1475"
13/03/2017,"3,1524"
14/03/2017,"3,1637"
15/03/2017,"3,0999"
16/03/2017,"3,1193"
17/03/2017,"3,0896"
18/03/2017,"3,0903"
19/03/2017,"3,0866"
20/03/2017,"3,071"
21/03/2017,"3,0868"
22/03/2017,"3,0848"
23/03/2017,"3,1381"
24/03/2017,"3,1043"
25/03/2017,"3,1065"
26/03/2017,"3,1097"
27/03/2017,"3,1252"
28/03/2017,"3,1384"
29/03/2017,"3,1221"
30/03/2017,"3,1477"
31/03/2017,"3,1179"
02/04/2017,"3,1218"
03/04/2017,"3,113"
04/04/2017,"3,0956"
05/04/2017,"3,1196"
06/04/2017,"3,1415"
07/04/2017,"3,1446"
08/04/2017,"3,1421"
09/04/2017,"3,1447"
10/04/2017,"3,1318"
11/04/2017,"3,1368"
12/04/2017,"3,1235"
13/04/2017,"3,1424"
14/04/2017,"3,1407"
15/04/2017,"3,1431"
16/04/2017,"3,1437"
17/04/2017,"3,1303"
18/04/2017,"3,1065"
19/04/2017,"3,1483"
20/04/2017,"3,1471"
21/04/2017,"3,1441"
23/04/2017,"3,1468"
24/04/2017,"3,127"
25/04/2017,"3,1472"
26/04/2017,"3,1711"
27/04/2017,"3,1811"
28/04/2017,"3,1724"
29/04/2017,"3,1724"
30/04/2017,"3,1761"
01/05/2017,"3,1751"
02/05/2017,"3,1502"
03/05/2017,"3,1621"
04/05/2017,"3,1849"
05/05/2017,"3,1737"
07/05/2017,"3,1777"
08/05/2017,"3,1964"
09/05/2017,"3,1868"
10/05/2017,"3,1657"
11/05/2017,"3,139"
12/05/2017,"3,1016"
14/05/2017,"3,1777"
15/05/2017,"3,1082"
16/05/2017,"3,0958"
17/05/2017,"3,1334"
18/05/2017,"3,369"
19/05/2017,"3,2524"
20/05/2017,"3,2524"
21/05/2017,"3,2533"
22/05/2017,"3,2654"
23/05/2017,"3,2686"
24/05/2017,"3,2742"
25/05/2017,"3,2735"
26/05/2017,"3,2546"
27/05/2017,"3,2589"
28/05/2017,"3,1777"
29/05/2017,"3,2554"
30/05/2017,"3,2562"
31/05/2017,"3,2251"
01/06/2017,"3,249"
02/06/2017,"3,2434"
03/06/2017,"3,2472"
04/06/2017,"3,2492"
05/06/2017,"3,2961"
06/06/2017,"3,276"
07/06/2017,"3,2673"
08/06/2017,"3,2596"
09/06/2017,"3,2934"
10/06/2017,"3,2943"
11/06/2017,"3,1777"
12/06/2017,"3,3167"
13/06/2017,"3,3144"
14/06/2017,"3,2726"
15/06/2017,"3,2736"
16/06/2017,"3,2914"
17/06/2017,"3,2901"
18/06/2017,"3,2886"
19/06/2017,"3,2811"
20/06/2017,"3,3255"
21/06/2017,"3,3334"
22/06/2017,"3,3397"
23/06/2017,"3,311"
24/06/2017,"3,311"
25/06/2017,"3,3415"
26/06/2017,"3,2948"
27/06/2017,"3,312"
28/06/2017,"3,2795"
29/06/2017,"3,3027"
30/06/2017,"3,2761"
01/07/2017,"3,3014"
02/07/2017,"3,1777"
03/07/2017,"3,3005"
04/07/2017,"3,3092"
05/07/2017,"3,287"
06/07/2017,"3,2973"
07/07/2017,"3,2788"
08/07/2017,"3,2764"
09/07/2017,"3,1777"
10/07/2017,"3,2537"
11/07/2017,"3,2531"
12/07/2017,"3,2068"
13/07/2017,"3,21"
14/07/2017,"3,178"
16/07/2017,"3,1777"
17/07/2017,"3,1812"
18/07/2017,"3,1527"
19/07/2017,"3,1477"
20/07/2017,"3,1184"
21/07/2017,"3,136"
22/07/2017,"3,1402"
23/07/2017,"3,1777"
24/07/2017,"3,1444"
25/07/2017,"3,1712"
26/07/2017,"3,1375"
27/07/2017,"3,1526"
28/07/2017,"3,1269"
29/07/2017,"3,1311"
30/07/2017,"3,1777"
31/07/2017,"3,1258"
01/08/2017,"3,1228"
02/08/2017,"3,1122"
03/08/2017,"3,1115"
04/08/2017,"3,1175"
06/08/2017,"3,1293"
07/08/2017,"3,1242"
08/08/2017,"3,1259"
09/08/2017,"3,1523"
10/08/2017,"3,1736"
11/08/2017,"3,1888"
12/08/2017,"3,191"
13/08/2017,"3,1777"
14/08/2017,"3,1872"
15/08/2017,"3,1676"
16/08/2017,"3,1514"
17/08/2017,"3,1733"
18/08/2017,"3,1414"
19/08/2017,"3,1453"
20/08/2017,"3,1777"
21/08/2017,"3,163"
22/08/2017,"3,1605"
23/08/2017,"3,1393"
24/08/2017,"3,1465"
25/08/2017,"3,1561"
26/08/2017,"3,1571"
27/08/2017,"3,1587"
28/08/2017,"3,1658"
29/08/2017,"3,1642"
30/08/2017,"3,1588"
31/08/2017,"3,146"
01/09/2017,"3,1358"
02/09/2017,"3,1405"
03/09/2017,"3,1777"
04/09/2017,"3,1394"
05/09/2017,"3,1158"
06/09/2017,"3,0979"
07/09/2017,"3,0976"
08/09/2017,"3,0829"
09/09/2017,"3,0853"
10/09/2017,"3,1777"
11/09/2017,"3,0997"
12/09/2017,"3,1219"
13/09/2017,"3,1316"
14/09/2017,"3,1181"
15/09/2017,"3,1062"
17/09/2017,"3,1097"
18/09/2017,"3,1349"
19/09/2017,"3,1328"
20/09/2017,"3,1306"
21/09/2017,"3,1345"
22/09/2017,"3,1172"
24/09/2017,"3,1235"
25/09/2017,"3,1573"
26/09/2017,"3,1639"
27/09/2017,"3,1919"
28/09/2017,"3,1809"
29/09/2017,"3,1587"
01/10/2017,"3,1634"
02/10/2017,"3,1529"
03/10/2017,"3,1408"
04/10/2017,"3,1332"
05/10/2017,"3,1524"
06/10/2017,"3,1516"
07/10/2017,"3,1257"
08/10/2017,"3,1555"
09/10/2017,"3,1868"
10/10/2017,"3,1778"
11/10/2017,"3,1697"
12/10/2017,"3,169"
13/10/2017,"3,1408"
14/10/2017,"3,1435"
15/10/2017,"3,1462"
16/10/2017,"3,1703"
17/10/2017,"3,1561"
18/10/2017,"3,1701"
19/10/2017,"3,1649"
20/10/2017,"3,1876"
21/10/2017,"3,1922"
22/10/2017,"3,1909"
23/10/2017,"3,2344"
24/10/2017,"3,2426"
25/10/2017,"3,2312"
26/10/2017,"3,2865"
27/10/2017,"3,2313"
29/10/2017,"3,2348"
30/10/2017,"3,2873"
31/10/2017,"3,2696"
01/11/2017,"3,2662"
02/11/2017,"3,2646"
03/11/2017,"3,3094"
04/11/2017,"3,3129"
05/11/2017,"3,2926"
06/11/2017,"3,2479"
07/11/2017,"3,2701"
08/11/2017,"3,2513"
09/11/2017,"3,2487"
10/11/2017,"3,2729"
11/11/2017,"3,2729"
12/11/2017,"3,2764"
13/11/2017,"3,2759"
14/11/2017,"3,3119"
15/11/2017,"3,31"
16/11/2017,"3,2706"
17/11/2017,"3,2524"
18/11/2017,"3,2524"
19/11/2017,"3,2545"
20/11/2017,"3,254"
21/11/2017,"3,2573"
22/11/2017,"3,2229"
23/11/2017,"3,2203"
24/11/2017,"3,228"
25/11/2017,"3,2315"
26/11/2017,"3,2329"
27/11/2017,"3,2264"
28/11/2017,"3,2097"
29/11/2017,"3,2448"
30/11/2017,"3,2712"
01/12/2017,"3,2531"
02/12/2017,"3,253"
03/12/2017,"3,2574"
04/12/2017,"3,2426"
05/12/2017,"3,2403"
06/12/2017,"3,2343"
07/12/2017,"3,2872"
08/12/2017,"3,2859"
09/12/2017,"3,2878"
10/12/2017,"3,2878"
11/12/2017,"3,3033"
12/12/2017,"3,3031"
13/12/2017,"3,3086"
14/12/2017,"3,3404"
15/12/2017,"3,2897"
17/12/2017,"3,292"
18/12/2017,"3,2905"
19/12/2017,"3,2885"
20/12/2017,"3,2965"
21/12/2017,"3,3068"
22/12/2017,"3,332"
23/12/2017,"3,3355"
24/12/2017,"3,338"
25/12/2017,"3,3355"
26/12/2017,"3,3097"
27/12/2017,"3,3133"
28/12/2017,"3,3111"
29/12/2017,"3,3075"
30/12/2017,"3,311"
31/12/2017,"3,3076"
01/01/2018,"3,311"
02/01/2018,"3,2578"
03/01/2018,"3,2355"
04/01/2018,"3,2331"
05/01/2018,"3,2259"
07/01/2018,"3,2266"
08/01/2018,"3,239"
09/01/2018,"3,2468"
10/01/2018,"3,2264"
11/01/2018,"3,2142"
12/01/2018,"3,1989"
13/01/2018,"3,2007"
14/01/2018,"3,2007"
15/01/2018,"3,2132"
16/01/2018,"3,2227"
17/01/2018,"3,2222"
18/01/2018,"3,2051"
19/01/2018,"3,1912"
20/01/2018,"3,1912"
21/01/2018,"3,1947"
22/01/2018,"3,2007"
23/01/2018,"3,2355"
24/01/2018,"3,1451"
25/01/2018,"3,1469"
26/01/2018,"3,1509"
28/01/2018,"3,151"
29/01/2018,"3,1536"
30/01/2018,"3,1795"
31/01/2018,"3,1847"
01/02/2018,"3,1637"
02/02/2018,"3,2169"
03/02/2018,"3,2169"
04/02/2018,"3,2154"
05/02/2018,"3,2611"
06/02/2018,"3,2334"
07/02/2018,"3,2699"
08/02/2018,"3,2846"
09/02/2018,"3,2928"
10/02/2018,"3,2928"
11/02/2018,"3,2908"
12/02/2018,"3,294"
13/02/2018,"3,2942"
14/02/2018,"3,2162"
15/02/2018,"3,2264"
16/02/2018,"3,2298"
17/02/2018,"3,2298"
18/02/2018,"3,2282"
19/02/2018,"3,2331"
20/02/2018,"3,2543"
21/02/2018,"3,2676"
22/02/2018,"3,2487"
23/02/2018,"3,2366"
24/02/2018,"3,2329"
25/02/2018,"3,2372"
26/02/2018,"3,2225"
27/02/2018,"3,2485"
28/02/2018,"3,2448"
01/03/2018,"3,25"
02/03/2018,"3,2505"
03/03/2018,"3,2505"
04/03/2018,"3,2496"
05/03/2018,"3,241"
06/03/2018,"3,208"
07/03/2018,"3,2429"
08/03/2018,"3,2661"
09/03/2018,"3,2573"
11/03/2018,"3,2561"
12/03/2018,"3,2603"
13/03/2018,"3,2587"
14/03/2018,"3,2585"
15/03/2018,"3,2821"
16/03/2018,"3,279"
18/03/2018,"3,2801"
19/03/2018,"3,2841"
20/03/2018,"3,3087"
21/03/2018,"3,2727"
22/03/2018,"3,3141"
23/03/2018,"3,3105"
24/03/2018,"3,3105"
25/03/2018,"3,3145"
26/03/2018,"3,3103"
27/03/2018,"3,3229"
28/03/2018,"3,3193"
29/03/2018,"3,3035"
30/03/2018,"3,3036"
31/03/2018,"3,3036"
01/04/2018,"3,302"
02/04/2018,"3,3094"
03/04/2018,"3,3394"
04/04/2018,"3,3277"
05/04/2018,"3,3416"
06/04/2018,"3,3678"
07/04/2018,"3,3665"
08/04/2018,"3,3675"
09/04/2018,"3,421"
10/04/2018,"3,4073"
11/04/2018,"3,3731"
12/04/2018,"3,411"
13/04/2018,"3,4212"
15/04/2018,"3,4243"
16/04/2018,"3,4161"
17/04/2018,"3,4058"
18/04/2018,"3,3771"
19/04/2018,"3,3827"
20/04/2018,"3,4114"
21/04/2018,"3,4103"
22/04/2018,"3,4137"
23/04/2018,"3,4489"
24/04/2018,"3,4715"
25/04/2018,"3,4809"
26/04/2018,"3,4742"
27/04/2018,"3,4559"
29/04/2018,"3,4581"
30/04/2018,"3,5058"
01/05/2018,"3,5061"
02/05/2018,"3,5496"
03/05/2018,"3,5266"
04/05/2018,"3,5284"
05/05/2018,"3,5046"
06/05/2018,"3,5255"
07/05/2018,"3,5492"
08/05/2018,"3,5619"
09/05/2018,"3,5903"
10/05/2018,"3,5495"
11/05/2018,"3,5977"
12/05/2018,"3,5995"
13/05/2018,"3,6029"
14/05/2018,"3,6216"
15/05/2018,"3,6487"
16/05/2018,"3,6744"
17/05/2018,"3,6951"
18/05/2018,"3,7365"
19/05/2018,"3,736"
20/05/2018,"3,7384"
21/05/2018,"3,6757"
22/05/2018,"3,646"
23/05/2018,"3,6256"
24/05/2018,"3,6481"
25/05/2018,"3,6524"
26/05/2018,"3,6731"
27/05/2018,"3,6262"
28/05/2018,"3,7342"
29/05/2018,"3,7241"
30/05/2018,"3,7221"
31/05/2018,"3,722"
01/06/2018,"3,7643"
02/06/2018,"3,7587"
03/06/2018,"3,7616"
04/06/2018,"3,7445"
05/06/2018,"3,8043"
06/06/2018,"3,8434"
07/06/2018,"3,9007"
08/06/2018,"3,7074"
09/06/2018,"3,7035"
10/06/2018,"3,7049"
11/06/2018,"3,7088"
12/06/2018,"3,715"
13/06/2018,"3,7188"
14/06/2018,"3,804"
15/06/2018,"3,7284"
17/06/2018,"3,7287"
18/06/2018,"3,7462"
19/06/2018,"3,745"
20/06/2018,"3,7691"
21/06/2018,"3,7651"
22/06/2018,"3,7851"
24/06/2018,"3,7863"
25/06/2018,"3,7751"
26/06/2018,"3,7958"
27/06/2018,"3,8601"
28/06/2018,"3,8595"
29/06/2018,"3,8756"
30/06/2018,"3,8755"
01/07/2018,"3,8756"
02/07/2018,"3,9126"
03/07/2018,"3,8963"
04/07/2018,"3,911"
05/07/2018,"3,9313"
06/07/2018,"3,8618"
07/07/2018,"3,8615"
08/07/2018,"3,8659"
09/07/2018,"3,8713"
10/07/2018,"3,8151"
11/07/2018,"3,8761"
12/07/2018,"3,8807"
13/07/2018,"3,8497"
14/07/2018,"3,8489"
15/07/2018,"3,8494"
16/07/2018,"3,856"
17/07/2018,"3,8359"
18/07/2018,"3,8492"
19/07/2018,"3,8285"
20/07/2018,"3,7655"
21/07/2018,"3,7622"
22/07/2018,"3,7708"
23/07/2018,"3,7804"
24/07/2018,"3,7461"
25/07/2018,"3,6864"
26/07/2018,"3,7443"
27/07/2018,"3,7118"
29/07/2018,"3,7111"
30/07/2018,"3,7281"
31/07/2018,"3,753"
01/08/2018,"3,747"
02/08/2018,"3,7484"
03/08/2018,"3,7055"
05/08/2018,"3,7023"
06/08/2018,"3,7345"
07/08/2018,"3,7505"
08/08/2018,"3,7701"
09/08/2018,"3,7996"
10/08/2018,"3,8596"
12/08/2018,"3,8654"
13/08/2018,"3,882"
14/08/2018,"3,8644"
15/08/2018,"3,9006"
16/08/2018,"3,9039"
17/08/2018,"3,9091"
19/08/2018,"3,9098"
20/08/2018,"3,966"
