Date,USDBRL
06/07/2012,"2,0265"
07/07/2012,"2,0137"
09/07/2012,"2,0311"
10/07/2012,"2,033"
11/07/2012,"2,0326"
12/07/2012,"2,0368"
13/07/2012,"2,0363"
14/07/2012,"2,035"
15/07/2012,"2,0351"
16/07/2012,"2,0338"
17/07/2012,"2,0216"
18/07/2012,"2,0213"
19/07/2012,"2,0111"
20/07/2012,"2,0222"
21/07/2012,"2,005"
22/07/2012,"2,0232"
23/07/2012,"2,0373"
24/07/2012,"2,045"
25/07/2012,"2,0328"
26/07/2012,"2,0201"
27/07/2012,"2,0221"
28/07/2012,"2,0221"
29/07/2012,"2,0192"
30/07/2012,"2,0402"
31/07/2012,"2,053"
01/08/2012,"2,0431"
02/08/2012,"2,0483"
03/08/2012,"2,0262"
04/08/2012,"2,0262"
05/08/2012,"2,0262"
06/08/2012,"2,0301"
07/08/2012,"2,0272"
08/08/2012,"2,0205"
09/08/2012,"2,0162"
10/08/2012,"2,0107"
11/08/2012,"2,0107"
12/08/2012,"2,0141"
13/08/2012,"2,0176"
14/08/2012,"2,0255"
15/08/2012,"2,0232"
16/08/2012,"2,016"
17/08/2012,"2,0135"
18/08/2012,"2,0124"
19/08/2012,"2,0126"
20/08/2012,"2,0155"
22/08/2012,"2,0158"
23/08/2012,"2,0229"
24/08/2012,"2,0068"
25/08/2012,"2,0231"
26/08/2012,"2,0231"
27/08/2012,"2,0311"
28/08/2012,"2,0409"
29/08/2012,"2,0468"
30/08/2012,"2,044"
31/08/2012,"2,0276"
01/09/2012,"2,0268"
02/09/2012,"2,0277"
03/09/2012,"2,0285"
04/09/2012,"2,0365"
05/09/2012,"2,0348"
06/09/2012,"2,0249"
07/09/2012,"2,0253"
08/09/2012,"2,0253"
09/09/2012,"2,0253"
10/09/2012,"2,0194"
11/09/2012,"2,0118"
12/09/2012,"2,0239"
13/09/2012,"2,0182"
14/09/2012,"2,0091"
15/09/2012,"2,0075"
16/09/2012,"2,0093"
17/09/2012,"2,0302"
18/09/2012,"2,0199"
19/09/2012,"2,0215"
20/09/2012,"2,0182"
21/09/2012,"2,0186"
22/09/2012,"2,0178"
23/09/2012,"2,0188"
24/09/2012,"2,0234"
25/09/2012,"2,0282"
26/09/2012,"2,0332"
27/09/2012,"2,0269"
28/09/2012,"2,0226"
29/09/2012,"2,0226"
30/09/2012,"2,0226"
01/10/2012,"2,023"
02/10/2012,"2,0251"
03/10/2012,"2,0191"
04/10/2012,"2,0157"
05/10/2012,"2,0278"
06/10/2012,"2,0278"
07/10/2012,"1,9974"
08/10/2012,"2,0285"
09/10/2012,"2,0306"
10/10/2012,"2,0394"
11/10/2012,"2,0392"
12/10/2012,"2,0416"
13/10/2012,"2,0395"
14/10/2012,"2,0418"
15/10/2012,"2,0347"
16/10/2012,"2,0312"
17/10/2012,"2,0299"
18/10/2012,"2,026"
19/10/2012,"2,0242"
20/10/2012,"2,0246"
21/10/2012,"2,0247"
22/10/2012,"2,023"
23/10/2012,"2,0256"
24/10/2012,"2,0243"
25/10/2012,"2,024"
26/10/2012,"2,0236"
27/10/2012,"2,0252"
28/10/2012,"2,0252"
29/10/2012,"2,0308"
30/10/2012,"2,0289"
31/10/2012,"2,0302"
01/11/2012,"2,0295"
02/11/2012,"2,029"
03/11/2012,"2,029"
04/11/2012,"2,0288"
05/11/2012,"2,0341"
06/11/2012,"2,0309"
07/11/2012,"2,0329"
08/11/2012,"2,0391"
09/11/2012,"2,0447"
10/11/2012,"2,0447"
11/11/2012,"2,0445"
12/11/2012,"2,0477"
13/11/2012,"2,0572"
14/11/2012,"2,0654"
15/11/2012,"2,0648"
16/11/2012,"2,0809"
17/11/2012,"2,0806"
19/11/2012,"2,0772"
20/11/2012,"2,0801"
21/11/2012,"2,0974"
22/11/2012,"2,1033"
23/11/2012,"2,0766"
24/11/2012,"2,08"
25/11/2012,"2,0801"
26/11/2012,"2,078"
27/11/2012,"2,0828"
28/11/2012,"2,0917"
29/11/2012,"2,0955"
30/11/2012,"2,1355"
01/12/2012,"2,1334"
02/12/2012,"2,1339"
03/12/2012,"2,1161"
04/12/2012,"2,1183"
05/12/2012,"2,0871"
06/12/2012,"2,0741"
07/12/2012,"2,0735"
08/12/2012,"2,0701"
09/12/2012,"2,0735"
10/12/2012,"2,076"
11/12/2012,"2,0778"
12/12/2012,"2,0704"
13/12/2012,"2,0843"
14/12/2012,"2,0844"
15/12/2012,"2,0843"
16/12/2012,"2,0851"
17/12/2012,"2,0951"
18/12/2012,"2,0882"
19/12/2012,"2,069"
20/12/2012,"2,0694"
21/12/2012,"2,0563"
24/12/2012,"2,0769"
25/12/2012,"2,0771"
26/12/2012,"2,048"
27/12/2012,"2,0418"
28/12/2012,"2,0457"
29/12/2012,"2,0452"
30/12/2012,"2,0451"
31/12/2012,"2,0506"
01/01/2013,"2,0457"
02/01/2013,"2,0456"
03/01/2013,"2,0433"
04/01/2013,"2,0321"
05/01/2013,"2,034"
06/01/2013,"2,0324"
07/01/2013,"2,0263"
08/01/2013,"2,0401"
09/01/2013,"2,0476"
10/01/2013,"2,0258"
11/01/2013,"2,0326"
12/01/2013,"2,0297"
14/01/2013,"2,0324"
15/01/2013,"2,0329"
16/01/2013,"2,0408"
17/01/2013,"2,0371"
18/01/2013,"2,0379"
19/01/2013,"2,0377"
20/01/2013,"2,0298"
21/01/2013,"2,0402"
22/01/2013,"2,0409"
23/01/2013,"2,0339"
24/01/2013,"2,0285"
25/01/2013,"2,0286"
26/01/2013,"2,025"
27/01/2013,"2,0285"
28/01/2013,"1,9942"
29/01/2013,"1,9865"
30/01/2013,"1,9883"
31/01/2013,"1,9905"
01/02/2013,"1,9717"
03/02/2013,"1,9864"
04/02/2013,"1,9932"
05/02/2013,"1,9829"
06/02/2013,"1,9859"
07/02/2013,"1,9639"
08/02/2013,"1,9711"
09/02/2013,"1,9701"
10/02/2013,"1,9701"
11/02/2013,"1,9707"
12/02/2013,"1,9673"
13/02/2013,"1,9641"
14/02/2013,"1,9562"
15/02/2013,"1,9666"
16/02/2013,"1,9651"
17/02/2013,"1,9652"
18/02/2013,"1,9596"
19/02/2013,"1,9539"
20/02/2013,"1,96"
21/02/2013,"1,9718"
22/02/2013,"1,9514"
23/02/2013,"1,969"
24/02/2013,"1,9691"
25/02/2013,"1,9804"
26/02/2013,"1,9807"
27/02/2013,"1,9734"
28/02/2013,"1,9763"
01/03/2013,"1,9603"
02/03/2013,"1,9755"
03/03/2013,"1,9811"
04/03/2013,"1,971"
05/03/2013,"1,9625"
06/03/2013,"1,9707"
07/03/2013,"1,9595"
08/03/2013,"1,942"
09/03/2013,"1,9418"
10/03/2013,"1,9419"
11/03/2013,"1,9572"
12/03/2013,"1,9656"
13/03/2013,"1,9715"
14/03/2013,"1,972"
15/03/2013,"1,9768"
16/03/2013,"1,9768"
17/03/2013,"1,9788"
18/03/2013,"1,9827"
19/03/2013,"1,9826"
20/03/2013,"1,9844"
21/03/2013,"2,0051"
22/03/2013,"2,0047"
23/03/2013,"2,0065"
24/03/2013,"2,0065"
25/03/2013,"2,006"
26/03/2013,"2,0147"
27/03/2013,"2,0102"
28/03/2013,"2,0192"
29/03/2013,"2,019"
30/03/2013,"2,019"
31/03/2013,"2,019"
01/04/2013,"2,0151"
02/04/2013,"2,0198"
03/04/2013,"2,0232"
04/04/2013,"2,0133"
05/04/2013,"1,9937"
07/04/2013,"1,9832"
08/04/2013,"1,989"
09/04/2013,"1,9775"
10/04/2013,"1,9697"
11/04/2013,"1,974"
12/04/2013,"1,9517"
13/04/2013,"1,9517"
14/04/2013,"1,9662"
15/04/2013,2
16/04/2013,"1,9846"
17/04/2013,"1,9976"
18/04/2013,"1,9817"
19/04/2013,"2,0054"
20/04/2013,"2,0054"
21/04/2013,"2,0052"
22/04/2013,"2,0159"
23/04/2013,"2,0185"
24/04/2013,"2,0077"
25/04/2013,2
26/04/2013,"1,9947"
27/04/2013,"1,9949"
28/04/2013,"1,9933"
29/04/2013,"2,0075"
30/04/2013,"1,9986"
01/05/2013,"2,0015"
02/05/2013,"2,007"
03/05/2013,"2,0054"
04/05/2013,"2,0053"
05/05/2013,"2,01"
06/05/2013,"2,006"
07/05/2013,"2,0059"
08/05/2013,2
09/05/2013,"2,011"
10/05/2013,"2,0178"
11/05/2013,"2,0138"
13/05/2013,"2,0064"
14/05/2013,"2,0187"
15/05/2013,"2,0188"
16/05/2013,"2,0227"
17/05/2013,"2,0317"
18/05/2013,"2,0111"
19/05/2013,"2,0312"
20/05/2013,"2,0357"
21/05/2013,"2,0378"
22/05/2013,"2,0457"
23/05/2013,"2,041"
24/05/2013,"2,0296"
25/05/2013,"2,0469"
27/05/2013,"2,0537"
28/05/2013,"2,0738"
29/05/2013,"2,1072"
30/05/2013,"2,1072"
31/05/2013,"2,1378"
02/06/2013,"2,0899"
03/06/2013,"2,1211"
04/06/2013,"2,1242"
05/06/2013,"2,127"
06/06/2013,"2,1273"
07/06/2013,"2,1165"
08/06/2013,"2,1157"
09/06/2013,"2,1291"
10/06/2013,"2,1439"
11/06/2013,"2,1296"
12/06/2013,"2,1527"
13/06/2013,"2,1168"
14/06/2013,"2,1492"
15/06/2013,"2,0964"
16/06/2013,"2,0964"
17/06/2013,"2,168"
18/06/2013,"2,1776"
19/06/2013,"2,2242"
20/06/2013,"2,2557"
21/06/2013,"2,2391"
22/06/2013,"2,2385"
23/06/2013,"2,2385"
24/06/2013,"2,2255"
25/06/2013,"2,2102"
26/06/2013,"2,1862"
27/06/2013,"2,1959"
28/06/2013,"2,226"
29/06/2013,"2,226"
30/06/2013,"2,1892"
01/07/2013,"2,2231"
02/07/2013,"2,2475"
03/07/2013,"2,2634"
04/07/2013,"2,246"
05/07/2013,"2,2493"
06/07/2013,"2,2493"
07/07/2013,"2,2475"
08/07/2013,"2,2615"
09/07/2013,"2,2541"
10/07/2013,"2,2691"
11/07/2013,"2,252"
12/07/2013,"2,2619"
13/07/2013,"2,2619"
14/07/2013,"2,2619"
15/07/2013,"2,2163"
16/07/2013,"2,2492"
17/07/2013,"2,2229"
18/07/2013,"2,2218"
19/07/2013,"2,2448"
20/07/2013,"2,244"
22/07/2013,"2,2299"
23/07/2013,"2,2135"
24/07/2013,"2,2434"
25/07/2013,"2,2405"
26/07/2013,"2,2542"
27/07/2013,"2,2231"
28/07/2013,"2,2544"
29/07/2013,"2,2657"
30/07/2013,"2,2742"
31/07/2013,"2,2736"
01/08/2013,"2,3011"
02/08/2013,"2,2717"
03/08/2013,"2,2847"
04/08/2013,"2,284"
05/08/2013,"2,2963"
06/08/2013,"2,2954"
07/08/2013,"2,3022"
08/08/2013,"2,2788"
09/08/2013,"2,2686"
12/08/2013,"2,2845"
13/08/2013,"2,3107"
14/08/2013,"2,3214"
15/08/2013,"2,3378"
16/08/2013,"2,39"
17/08/2013,"2,3875"
18/08/2013,"2,3875"
19/08/2013,"2,41"
20/08/2013,"2,3919"
21/08/2013,"2,4479"
22/08/2013,"2,4326"
23/08/2013,"2,3473"
24/08/2013,"2,3455"
25/08/2013,"2,412"
26/08/2013,"2,3797"
27/08/2013,"2,3682"
28/08/2013,"2,3437"
29/08/2013,"2,3563"
30/08/2013,"2,3809"
31/08/2013,"2,3807"
02/09/2013,"2,3745"
03/09/2013,"2,3558"
04/09/2013,"2,3578"
05/09/2013,"2,3204"
06/09/2013,"2,2917"
07/09/2013,"2,3006"
08/09/2013,"2,3006"
09/09/2013,"2,2738"
10/09/2013,"2,2817"
11/09/2013,"2,2721"
12/09/2013,"2,2725"
13/09/2013,"2,2773"
14/09/2013,"2,2767"
15/09/2013,"2,2547"
16/09/2013,"2,2805"
17/09/2013,"2,253"
18/09/2013,"2,1837"
19/09/2013,"2,1987"
20/09/2013,"2,2077"
21/09/2013,"2,2075"
22/09/2013,"2,2075"
23/09/2013,"2,1979"
24/09/2013,"2,1946"
25/09/2013,"2,2213"
26/09/2013,"2,2411"
27/09/2013,"2,2489"
29/09/2013,"2,2227"
30/09/2013,"2,2172"
01/10/2013,"2,2128"
02/10/2013,"2,1896"
03/10/2013,"2,2049"
04/10/2013,"2,1955"
05/10/2013,"2,1955"
06/10/2013,"2,2075"
07/10/2013,"2,2017"
08/10/2013,"2,2051"
09/10/2013,"2,2027"
10/10/2013,"2,1774"
11/10/2013,"2,171"
12/10/2013,"2,166"
14/10/2013,"2,1754"
15/10/2013,"2,1796"
16/10/2013,"2,1776"
17/10/2013,"2,1566"
18/10/2013,"2,1661"
19/10/2013,"2,1661"
20/10/2013,"2,1661"
21/10/2013,"2,1705"
22/10/2013,"2,1674"
23/10/2013,"2,1863"
24/10/2013,"2,2007"
25/10/2013,"2,1828"
26/10/2013,"2,1828"
27/10/2013,"2,1844"
28/10/2013,"2,1775"
29/10/2013,"2,182"
30/10/2013,"2,1811"
31/10/2013,"2,2319"
01/11/2013,"2,2536"
02/11/2013,"2,2517"
04/11/2013,"2,2408"
05/11/2013,"2,2773"
06/11/2013,"2,2825"
07/11/2013,"2,3028"
08/11/2013,"2,2893"
10/11/2013,"2,3093"
11/11/2013,"2,3278"
12/11/2013,"2,3304"
13/11/2013,"2,329"
14/11/2013,"2,3098"
15/11/2013,"2,314"
17/11/2013,"2,3159"
18/11/2013,"2,2604"
19/11/2013,"2,2688"
20/11/2013,"2,2687"
21/11/2013,"2,3021"
22/11/2013,"2,2757"
23/11/2013,"2,2738"
25/11/2013,"2,2808"
26/11/2013,"2,2938"
27/11/2013,"2,327"
28/11/2013,"2,3149"
29/11/2013,"2,3322"
30/11/2013,"2,3308"
01/12/2013,"2,3308"
02/12/2013,"2,3533"
03/12/2013,"2,373"
04/12/2013,"2,388"
05/12/2013,"2,3562"
06/12/2013,"2,3218"
07/12/2013,"2,3233"
08/12/2013,"2,3218"
09/12/2013,"2,317"
10/12/2013,"2,306"
11/12/2013,"2,3387"
12/12/2013,"2,332"
13/12/2013,"2,325"
14/12/2013,"2,3138"
15/12/2013,"2,325"
16/12/2013,"2,3229"
17/12/2013,"2,3146"
18/12/2013,"2,3289"
19/12/2013,"2,3538"
20/12/2013,"2,3827"
21/12/2013,"2,3827"
22/12/2013,"2,3827"
23/12/2013,"2,354"
24/12/2013,"2,3552"
25/12/2013,"2,3545"
26/12/2013,"2,3523"
27/12/2013,"2,3335"
28/12/2013,"2,3335"
29/12/2013,"2,3335"
30/12/2013,"2,3593"
31/12/2013,"2,3592"
01/01/2014,"2,3571"
02/01/2014,"2,3847"
03/01/2014,"2,3735"
04/01/2014,"2,3735"
05/01/2014,"2,3715"
06/01/2014,"2,3712"
07/01/2014,"2,3687"
08/01/2014,"2,3923"
09/01/2014,"2,388"
10/01/2014,"2,3535"
11/01/2014,"2,3535"
12/01/2014,"2,3535"
13/01/2014,"2,3568"
14/01/2014,"2,3516"
15/01/2014,"2,3555"
16/01/2014,"2,3606"
17/01/2014,"2,3376"
18/01/2014,"2,339"
19/01/2014,"2,3475"
20/01/2014,"2,3405"
21/01/2014,"2,3578"
22/01/2014,"2,3696"
23/01/2014,"2,3909"
24/01/2014,"2,3932"
25/01/2014,"2,4044"
26/01/2014,"2,3932"
27/01/2014,"2,4184"
28/01/2014,"2,4234"
29/01/2014,"2,4324"
30/01/2014,"2,4088"
31/01/2014,"2,4095"
01/02/2014,"2,4077"
02/02/2014,"2,4223"
03/02/2014,"2,4372"
04/02/2014,"2,4064"
05/02/2014,"2,3955"
06/02/2014,"2,3795"
07/02/2014,"2,3752"
08/02/2014,"2,3752"
09/02/2014,"2,3752"
10/02/2014,"2,4062"
11/02/2014,"2,4014"
12/02/2014,"2,417"
13/02/2014,"2,391"
14/02/2014,"2,3841"
15/02/2014,"2,3721"
16/02/2014,"2,3841"
17/02/2014,"2,3797"
18/02/2014,"2,3861"
19/02/2014,"2,389"
20/02/2014,"2,3696"
21/02/2014,"2,3406"
22/02/2014,"2,3406"
23/02/2014,"2,3406"
24/02/2014,"2,3363"
25/02/2014,"2,3388"
26/02/2014,"2,348"
27/02/2014,"2,319"
28/02/2014,"2,3334"
01/03/2014,"2,3334"
02/03/2014,"2,3334"
03/03/2014,"2,3411"
04/03/2014,"2,3381"
05/03/2014,"2,3195"
06/03/2014,"2,32"
07/03/2014,"2,3356"
08/03/2014,"2,3376"
09/03/2014,"2,3356"
10/03/2014,"2,3432"
11/03/2014,"2,3594"
12/03/2014,"2,3523"
13/03/2014,"2,3614"
14/03/2014,"2,3405"
15/03/2014,"2,3405"
16/03/2014,"2,3405"
17/03/2014,"2,3461"
18/03/2014,"2,3294"
19/03/2014,"2,3446"
20/03/2014,"2,3233"
21/03/2014,"2,3198"
22/03/2014,"2,3079"
23/03/2014,"2,3198"
24/03/2014,"2,3186"
25/03/2014,"2,3091"
26/03/2014,"2,2929"
27/03/2014,"2,2562"
28/03/2014,"2,2561"
29/03/2014,"2,2561"
31/03/2014,"2,2694"
01/04/2014,"2,258"
02/04/2014,"2,2641"
03/04/2014,"2,2766"
04/04/2014,"2,2335"
05/04/2014,"2,2308"
06/04/2014,"2,2607"
07/04/2014,"2,2163"
08/04/2014,"2,1988"
09/04/2014,"2,1833"
10/04/2014,"2,2038"
11/04/2014,"2,2139"
12/04/2014,"2,1898"
13/04/2014,"2,216"
14/04/2014,"2,2112"
15/04/2014,"2,2337"
16/04/2014,"2,2379"
17/04/2014,"2,2282"
18/04/2014,"2,2332"
19/04/2014,"2,2282"
20/04/2014,"2,2282"
21/04/2014,"2,2282"
22/04/2014,"2,2369"
23/04/2014,"2,2158"
24/04/2014,"2,2089"
25/04/2014,"2,2379"
27/04/2014,"2,2388"
28/04/2014,"2,2183"
29/04/2014,"2,2334"
30/04/2014,"2,228"
01/05/2014,"2,2305"
02/05/2014,"2,2168"
05/05/2014,"2,24"
06/05/2014,"2,2269"
07/05/2014,"2,214"
08/05/2014,"2,2132"
09/05/2014,"2,2075"
10/05/2014,"2,2075"
11/05/2014,"2,2075"
12/05/2014,"2,2099"
13/05/2014,"2,2116"
14/05/2014,"2,1975"
15/05/2014,"2,2157"
16/05/2014,"2,2103"
17/05/2014,"2,2"
19/05/2014,"2,2029"
20/05/2014,"2,2128"
21/05/2014,"2,205"
22/05/2014,"2,2129"
23/05/2014,"2,2203"
25/05/2014,"2,219"
26/05/2014,"2,2211"
27/05/2014,"2,2348"
28/05/2014,"2,2276"
29/05/2014,"2,2233"
30/05/2014,"2,2387"
02/06/2014,"2,2738"
03/06/2014,"2,2746"
04/06/2014,"2,2751"
05/06/2014,"2,2584"
06/06/2014,"2,2452"
07/06/2014,"2,2428"
08/06/2014,"2,2428"
09/06/2014,"2,2243"
10/06/2014,"2,2191"
11/06/2014,"2,23"
12/06/2014,"2,225"
13/06/2014,"2,2196"
14/06/2014,"2,2196"
15/06/2014,"2,2196"
16/06/2014,"2,2298"
17/06/2014,"2,2568"
18/06/2014,"2,2199"
19/06/2014,"2,2175"
20/06/2014,"2,2253"
21/06/2014,"2,2253"
23/06/2014,"2,213"
24/06/2014,"2,2196"
25/06/2014,"2,2047"
26/06/2014,"2,194"
27/06/2014,"2,1918"
30/06/2014,"2,2117"
01/07/2014,"2,2002"
02/07/2014,"2,2221"
03/07/2014,"2,2068"
04/07/2014,"2,2103"
05/07/2014,"2,2098"
07/07/2014,"2,2225"
08/07/2014,"2,2074"
09/07/2014,"2,2095"
10/07/2014,"2,2182"
11/07/2014,"2,2205"
12/07/2014,"2,2175"
13/07/2014,"2,2175"
14/07/2014,"2,2074"
15/07/2014,"2,2159"
16/07/2014,"2,2207"
17/07/2014,"2,2552"
18/07/2014,"2,2223"
19/07/2014,"2,2223"
20/07/2014,"2,2223"
21/07/2014,"2,218"
22/07/2014,"2,2104"
23/07/2014,"2,2159"
24/07/2014,"2,2173"
25/07/2014,"2,2221"
26/07/2014,"2,2221"
27/07/2014,"2,2221"
28/07/2014,"2,2193"
29/07/2014,"2,227"
30/07/2014,"2,2442"
31/07/2014,"2,2606"
01/08/2014,"2,2523"
02/08/2014,"2,2523"
03/08/2014,"2,2523"
04/08/2014,"2,256"
05/08/2014,"2,2783"
06/08/2014,"2,2706"
07/08/2014,"2,2939"
08/08/2014,"2,279"
10/08/2014,"2,279"
11/08/2014,"2,2705"
12/08/2014,"2,2749"
13/08/2014,"2,2765"
14/08/2014,"2,2636"
15/08/2014,"2,2564"
17/08/2014,"2,2564"
18/08/2014,"2,253"
19/08/2014,"2,2436"
20/08/2014,"2,2594"
21/08/2014,"2,2665"
22/08/2014,"2,2729"
23/08/2014,"2,2729"
24/08/2014,"2,2729"
25/08/2014,"2,2831"
26/08/2014,"2,2566"
27/08/2014,"2,2437"
28/08/2014,"2,2367"
29/08/2014,"2,2302"
31/08/2014,"2,2316"
01/09/2014,"2,243"
02/09/2014,"2,2378"
03/09/2014,"2,2341"
04/09/2014,"2,2391"
05/09/2014,"2,2237"
08/09/2014,"2,2651"
09/09/2014,"2,2832"
10/09/2014,"2,285"
11/09/2014,"2,2947"
12/09/2014,"2,3348"
13/09/2014,"2,2719"
15/09/2014,"2,3394"
16/09/2014,"2,3338"
17/09/2014,"2,3554"
18/09/2014,"2,3629"
19/09/2014,"2,353"
20/09/2014,"2,365"
22/09/2014,"2,3957"
23/09/2014,"2,4097"
24/09/2014,"2,3778"
25/09/2014,"2,4251"
26/09/2014,"2,4131"
27/09/2014,"2,4198"
28/09/2014,"2,4198"
29/09/2014,"2,4439"
30/09/2014,"2,4356"
01/10/2014,"2,4785"
02/10/2014,"2,4921"
03/10/2014,"2,4549"
04/10/2014,"2,4549"
06/10/2014,"2,4257"
07/10/2014,"2,3932"
08/10/2014,"2,3741"
09/10/2014,"2,395"
10/10/2014,"2,3858"
11/10/2014,"2,423"
12/10/2014,"2,386"
13/10/2014,"2,3905"
14/10/2014,"2,396"
15/10/2014,"2,4522"
16/10/2014,"2,4664"
17/10/2014,"2,4355"
18/10/2014,"2,4307"
19/10/2014,"2,4307"
20/10/2014,"2,4619"
21/10/2014,"2,4781"
22/10/2014,"2,4845"
23/10/2014,"2,4956"
24/10/2014,"2,4689"
25/10/2014,"2,4689"
27/10/2014,"2,5194"
28/10/2014,"2,4582"
29/10/2014,"2,4578"
30/10/2014,"2,4015"
31/10/2014,"2,4734"
01/11/2014,"2,4135"
02/11/2014,"2,4135"
03/11/2014,"2,4921"
04/11/2014,"2,4939"
05/11/2014,"2,5013"
06/11/2014,"2,5666"
07/11/2014,"2,5489"
10/11/2014,"2,5494"
11/11/2014,"2,5544"
12/11/2014,"2,5632"
13/11/2014,"2,5859"
14/11/2014,"2,5699"
15/11/2014,"2,5701"
16/11/2014,"2,5968"
17/11/2014,"2,6047"
18/11/2014,"2,5791"
19/11/2014,"2,5689"
20/11/2014,"2,5697"
21/11/2014,"2,512"
22/11/2014,"2,512"
24/11/2014,"2,5425"
25/11/2014,"2,5263"
26/11/2014,"2,4979"
27/11/2014,"2,5272"
28/11/2014,"2,5315"
01/12/2014,"2,557"
02/12/2014,"2,5651"
03/12/2014,"2,5491"
04/12/2014,"2,5882"
05/12/2014,"2,5861"
06/12/2014,"2,5861"
08/12/2014,"2,5966"
09/12/2014,"2,5897"
10/12/2014,"2,6131"
11/12/2014,"2,6467"
12/12/2014,"2,6516"
13/12/2014,"2,6496"
14/12/2014,"2,6496"
15/12/2014,"2,6921"
16/12/2014,"2,7352"
17/12/2014,"2,712"
18/12/2014,"2,6593"
19/12/2014,"2,6565"
22/12/2014,"2,6624"
23/12/2014,"2,6912"
24/12/2014,"2,6952"
25/12/2014,"2,6867"
26/12/2014,"2,6927"
29/12/2014,"2,6993"
30/12/2014,"2,6541"
31/12/2014,"2,6542"
01/01/2015,"2,6532"
02/01/2015,"2,6912"
05/01/2015,"2,7031"
06/01/2015,"2,6966"
07/01/2015,"2,6808"
08/01/2015,"2,6597"
09/01/2015,"2,6264"
12/01/2015,"2,6702"
13/01/2015,"2,6396"
14/01/2015,"2,6121"
15/01/2015,"2,6387"
16/01/2015,"2,6169"
19/01/2015,"2,6481"
20/01/2015,"2,611"
21/01/2015,"2,5971"
22/01/2015,"2,5707"
23/01/2015,"2,5778"
26/01/2015,"2,5799"
27/01/2015,"2,5693"
28/01/2015,"2,5731"
29/01/2015,"2,6002"
30/01/2015,"2,6792"
31/01/2015,"2,6788"
02/02/2015,"2,7236"
03/02/2015,"2,6911"
04/02/2015,"2,7383"
05/02/2015,"2,7416"
06/02/2015,"2,7796"
09/02/2015,"2,7663"
10/02/2015,"2,8311"
11/02/2015,"2,8655"
12/02/2015,"2,817"
13/02/2015,"2,8309"
15/02/2015,"2,8309"
16/02/2015,"2,826"
17/02/2015,"2,8257"
18/02/2015,"2,834"
19/02/2015,"2,8633"
20/02/2015,"2,8641"
23/02/2015,"2,8747"
24/02/2015,"2,857"
25/02/2015,"2,8688"
26/02/2015,"2,905"
27/02/2015,"2,8368"
02/03/2015,"2,8927"
03/03/2015,"2,9279"
04/03/2015,"2,9714"
05/03/2015,"3,0001"
06/03/2015,"3,057"
09/03/2015,"3,1227"
10/03/2015,"3,1016"
11/03/2015,"3,1269"
12/03/2015,"3,1631"
13/03/2015,"3,2432"
14/03/2015,"3,245"
16/03/2015,"3,2428"
17/03/2015,"3,2462"
18/03/2015,"3,2181"
19/03/2015,"3,2904"
20/03/2015,"3,2246"
23/03/2015,"3,1283"
24/03/2015,"3,1362"
25/03/2015,"3,1973"
26/03/2015,"3,1795"
27/03/2015,"3,2412"
30/03/2015,"3,226"
31/03/2015,"3,1885"
01/04/2015,"3,1643"
02/04/2015,"3,1222"
03/04/2015,"3,1216"
06/04/2015,"3,1216"
07/04/2015,"3,1251"
08/04/2015,"3,0461"
09/04/2015,"3,0553"
10/04/2015,"3,0718"
13/04/2015,"3,1192"
14/04/2015,"3,0646"
15/04/2015,"3,0259"
16/04/2015,"3,0186"
17/04/2015,"3,0356"
19/04/2015,"3,0367"
20/04/2015,"3,0294"
21/04/2015,"3,026"
22/04/2015,"3,0052"
23/04/2015,"2,9685"
24/04/2015,"2,9468"
26/04/2015,"2,9483"
27/04/2015,"2,9131"
28/04/2015,"2,9348"
29/04/2015,"2,9527"
30/04/2015,"3,0111"
01/05/2015,"3,0111"
04/05/2015,"3,083"
05/05/2015,"3,0531"
06/05/2015,"3,0287"
07/05/2015,"3,0213"
08/05/2015,"2,9712"
11/05/2015,"3,0564"
12/05/2015,"3,0175"
13/05/2015,"3,0365"
14/05/2015,"2,9899"
15/05/2015,"2,9914"
18/05/2015,"3,0058"
19/05/2015,"3,0316"
20/05/2015,"3,0017"
21/05/2015,"3,0367"
22/05/2015,"3,089"
25/05/2015,"3,0932"
26/05/2015,"3,148"
27/05/2015,"3,1379"
28/05/2015,"3,1584"
29/05/2015,"3,1733"
01/06/2015,"3,1695"
02/06/2015,"3,1286"
03/06/2015,"3,1332"
04/06/2015,"3,1402"
05/06/2015,"3,1396"
08/06/2015,"3,1099"
09/06/2015,"3,0955"
10/06/2015,"3,114"
11/06/2015,"3,0871"
12/06/2015,"3,1168"
15/06/2015,"3,1235"
16/06/2015,"3,0869"
17/06/2015,"3,0504"
18/06/2015,"3,0578"
19/06/2015,"3,0932"
22/06/2015,"3,0844"
23/06/2015,"3,0738"
24/06/2015,"3,0949"
25/06/2015,"3,1244"
26/06/2015,"3,1256"
29/06/2015,"3,115"
30/06/2015,"3,108"
01/07/2015,"3,1455"
02/07/2015,"3,094"
03/07/2015,"3,1292"
06/07/2015,"3,1351"
07/07/2015,"3,1787"
08/07/2015,"3,2317"
09/07/2015,"3,2211"
10/07/2015,"3,1556"
13/07/2015,"3,1312"
14/07/2015,"3,1365"
15/07/2015,"3,1356"
16/07/2015,"3,1506"
17/07/2015,"3,188"
19/07/2015,"3,1852"
20/07/2015,"3,1945"
21/07/2015,"3,1719"
22/07/2015,"3,2198"
